,text,neg,neu,pos,compound
791,"RT @javerias: I lost friend, husband and my favourite journalist @arsched today, as per police he was shot in Kenya.
Respect our privacy an…",0.083,0.808,0.109,1.0
792,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,0.083,0.808,0.109,1.0
793,RT @IEthics: #ethics #internet #privacy #tech,0.083,0.808,0.109,1.0
794,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.083,0.808,0.109,1.0
795,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.083,0.808,0.109,1.0
796,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.083,0.808,0.109,1.0
797,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.083,0.808,0.109,1.0
798,"RT @Wealth_Pill: 13. Don’t tell people more than they need to know, respect your privacy.",0.083,0.808,0.109,1.0
799,@fesshole Why some people can't keep their  privacy private!? ( Saying my husband stinks! Glad to hear his yours!!!)🙏☺️,0.083,0.808,0.109,1.0
800,"RT @AnnaBrennet: Quartou amores 🌼
• Privacy atualizado com novo Pack Scat +10 min 🥵 novos assinantes ganham 15 min de chamada 🎥
• 3 Packs R…",0.083,0.808,0.109,1.0
801,RT @babyxpal: ผู้ปกครองไทยไม่ค่อยเข้าใจ privacy ของลูกจนบางทีก้าวข้ามเส้นลูกตัวเองไป แต่ก็อยากให้ตัวเองเป็นcomfort zone ของลูก,0.083,0.809,0.109,1.0
802,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.083,0.809,0.109,1.0
803,RT @Novingaucho22cm: Novinho me mamando no carro https://t.co/tHItgWmlE5 🔥😏 https://t.co/q18871zeCC,0.083,0.809,0.109,1.0
804,"💙 ONLYFANS 6$ • NO PPV 
https://t.co/widq6qv1X9 

🧡 PRIVACY 39 R$ 
https://t.co/Ouh1rh4Xwb https://t.co/zgATvZY2br",0.083,0.809,0.108,1.0
805,"RT @femboy006: Boa noite BB, conteúdos completos lá no privacy, com desconto até o fim de semana😘😘
https://t.co/vxNkIKcmJy https://t.co/vjF…",0.083,0.809,0.108,1.0
806,@myaccessbank I trusted your bank but you failed me and I am sure you have failed many Nigerians with this act of your bunch of unprofessional staffs who infringe on people's privacy. I have called you out now. Kindly do the needful,0.084,0.808,0.109,1.0
807,"The gray smart film use for office, the privacy effect is great.
#privacy #film https://t.co/r4RRyypx26 https://t.co/WQrJcQgd4F https://t.co/Gx5QzXGXmP",0.083,0.808,0.109,1.0
808,Amazon’s Recent Acquisitions Highlight the Value of Consumer Data (and the Evolving Privacy Issues) https://t.co/5eunbWHAhQ | by @PrivacyLawBlog,0.083,0.807,0.109,1.0
809,"By one of us, I meant either me or Marcy . . . in this case, it's me. 

But then again, my curiosity is at a peak's end already . . . I don't wanna invade her privacy, especially her own secrets. https://t.co/tJrIKb2Afl",0.083,0.808,0.109,1.0
810,RT @bamignoredme: Omg so a korean fan saw Jinyoung at a cafe? And he was looking hot as always but she didn't want to invade his privacy &amp;…,0.083,0.808,0.109,1.0
811,"RT @EriCheri3: Which was the part the Kimi thankfully turned the TV on at and not the part with Ochaco and Tenya’s mugshots.

“We are so ha…",0.083,0.808,0.109,1.0
812,"RT @RadioFreeTom: I can't believe I have finally thrown my old chair away. 
Lynn and I had a moment of silence for it. In this difficult ti…",0.083,0.808,0.109,1.0
813,"RT @HeatherThomasAF: Psst!
EVERYONE'S Medical Privacy is on the ballot.",0.083,0.808,0.109,1.0
814,"RT @Chloewaifu: 😈Posso dançar assim de 4 para você?

🇧🇷 Assine meu privacy link nos comentários 💋 https://t.co/pxqp0EaMIi",0.083,0.808,0.109,1.0
815,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.083,0.808,0.109,1.0
816,"RT @thedesimaster: Same deal 
THE ONE WHO RETWEETS THIS WILL GET UNCENSORED VERSION in DM 

Note: I sent uncensored version to everyone who…",0.083,0.808,0.109,1.0
817,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.083,0.808,0.109,1.0
818,"RT @onedayjm: ""we can have different opinions, we're all armys"" on mobbing, stalking and invading someone's privacy....?",0.083,0.808,0.109,1.0
819,"RT @Doryannsw: Mo gostoso ficar entre dois caras gozei gostoso com esses dois putos 🔥  @o_omascarado 

🇧🇷 https://t.co/NK3lRudoTK
🌍 https:/…",0.083,0.808,0.109,1.0
820,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.083,0.808,0.109,1.0
821,Lemme guess.... You're an akgaes aren't you 😏 the whole thread gives off the akgaes vibe. Respect his privacy dudeeee https://t.co/3wybtkIfqH,0.083,0.808,0.109,1.0
822,RT @bloomingcurious: Young woman in the hospital cafeteria broke my heart. She was trying to eat but had to constantly wipe the tears off h…,0.083,0.808,0.109,1.0
823,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.083,0.807,0.109,1.0
824,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.083,0.807,0.109,1.0
825,"RT @yamaki_dashi: ◢◤#ヤマキ鍋つゆ20周年キャンペーン 🎊◢◤
2⃣0⃣日間、毎日当たるキャンペーン開催中です！

ヤマキグループ個人情報保護方針： https://t.co/DcrXApdc7q
プライバシーポリシー： https://t.co/tPQyL…",0.083,0.807,0.109,1.0
826,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.083,0.807,0.109,1.0
827,"RT @bojourneys2237: ดราม่านี้วนมาอีกแล้ว หัวข้อวิจัยเล่มจบ
ป.โท ของเราเอง หลังจากรันสถิติ
ผล SPSSออกมาชัดเจน 
ตามในรีพลายทวีตนี้เลย
คือคนไท…",0.083,0.808,0.109,1.0
828,"RT @SuicideNaomi26: Novas mídias bem safadinha pra vocês DESBLOQUEIE  TUDINHO POR 10R$ CLICA AI ⬇️✅
https://t.co/zi0Kq2Ck4E https://t.co/ET…",0.083,0.808,0.109,1.0
829,"RT @honeymoonluve: 🇧🇷 Gosta da visão?
set desse dia com muita buceta e cuzinho lá no Privacy

🇺🇸 Do you like this view?
set of this day wit…",0.083,0.808,0.109,1.0
830,"RT @decentriq: Three speakers – @IvarWiersma (@inside_r3), @plac_hold (@Decentriq), @pauloneillintel (@Intel)  – sit down for the @Confiden…",0.083,0.808,0.109,1.0
831,"RT @juzinhahju: ✨PRIVACY por 25 reais ✨

• + 500 mídias! 
- MUITA mídia explícita 
- Conteúdo acompanhada 
- Prévia de pack 
- Mídias temát…",0.083,0.808,0.109,1.0
832,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.083,0.808,0.109,1.0
833,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.083,0.808,0.109,1.0
834,RT @broken_rhi: Self-care is rising up against the machines *writes apple a strongly worded email about privacy invasion,0.083,0.808,0.109,1.0
835,"RT @fvckkmiku: 🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY PO…",0.083,0.809,0.109,1.0
836,"RT @jadxprivate: Ele gozou só com meus pezinhos 🥹

https://t.co/mGEnFzHIck https://t.co/fZRkZolm1r",0.083,0.809,0.108,1.0
837,"Exploring Security, Privacy Team Roles in Healthcare Cyber Incident Response:

https://t.co/HUiQbjYxgx",0.083,0.809,0.109,1.0
838,"RT @RadioFreeTom: I can't believe I have finally thrown my old chair away. 
Lynn and I had a moment of silence for it. In this difficult ti…",0.083,0.809,0.108,1.0
839,"RT @caraiocasal: Olhem esse trechinho do que vai chegar no Privacy e Telegram essa semana, pediram tanto que fizemos com muito tesão, não p…",0.083,0.809,0.108,1.0
840,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.083,0.809,0.108,1.0
841,"RT @AnnaBrennet: Quartou amores 🌼
• Privacy atualizado com novo Pack Scat +10 min 🥵 novos assinantes ganham 15 min de chamada 🎥
• 3 Packs R…",0.083,0.809,0.108,1.0
842,"RT @SuicideNaomi26: LANCEIII 😌😈

SÓ 10R$ REAIS CLICA AI DLC APROVEITA JAJÁ ACABA ‼️
https://t.co/zi0Kq2Ck4E https://t.co/8Sw1mEUr4c",0.083,0.809,0.108,1.0
843,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.083,0.81,0.108,1.0
844,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.083,0.809,0.108,1.0
845,RT @bamignoredme: Omg so a korean fan saw Jinyoung at a cafe? And he was looking hot as always but she didn't want to invade his privacy &amp;…,0.083,0.809,0.108,1.0
846,RT @LunaMyBabyPup: So seokjin is getting to know the city. Ppl saw him (they didn't say where to protect his privacy) walking around with s…,0.082,0.81,0.108,1.0
847,"RT @angel_packsss: gostou do que viu aqui amor? 🙈

tem completo lá no meu privacy, link abaixo ⬇️🔗 https://t.co/8HtZvkjR1g",0.082,0.809,0.108,1.0
848,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.082,0.809,0.108,1.0
849,"I can't believe I have finally thrown my old chair away. 
Lynn and I had a moment of silence for it. In this difficult time we ask that you respect our privacy.",0.083,0.809,0.108,1.0
850,@CovertQT @darafaye @DrOz @SenatorRisch @MikeCrapo They want U in a share economy which is a cute way to say you will own nothing and be a slave to the gov which the gov is just the figure head of the oligarchs/1%.Big tech is already being used against you &amp; broke privacy rights.they want to put chips in U so2know thought/feeling,0.082,0.809,0.108,1.0
851,RT @sapph7c: respecting someone's privacy isn't limited to the country or type of people they come across. it's basic fucking knowledge and…,0.082,0.809,0.108,1.0
852,"RT @Chloewaifu: 😈Posso dançar assim de 4 para você?

🇧🇷 Assine meu privacy link nos comentários 💋 https://t.co/pxqp0EaMIi",0.082,0.809,0.108,1.0
853,RT @JaooBarcelox: Vídeos novos só passar lá no site🏃🏻‍♂️💨https://t.co/nse75XYOVL https://t.co/MKDX5gQx0p,0.082,0.809,0.108,1.0
854,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.082,0.809,0.108,1.0
855,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,0.082,0.81,0.108,1.0
856,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.082,0.81,0.108,1.0
857,@mlmikewheelr3 settings -&gt; privacy -&gt; direct messages!!,0.082,0.81,0.108,1.0
858,"RT @AnnaBrennet: Quartou amores 🌼
• Privacy atualizado com novo Pack Scat +10 min 🥵 novos assinantes ganham 15 min de chamada 🎥
• 3 Packs R…",0.082,0.81,0.108,1.0
859,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.082,0.81,0.108,1.0
860,"RT @camyllawasconc1: Tá rolando conteúdos novos no meu privacy . Corre e assista eu mamando gostoso.

https://t.co/Y22o2ev2Mc https://t.co/…",0.082,0.81,0.108,1.0
861,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",0.082,0.81,0.108,1.0
862,RT @bamignoredme: Omg so a korean fan saw Jinyoung at a cafe? And he was looking hot as always but she didn't want to invade his privacy &amp;…,0.082,0.81,0.108,1.0
863,"RT @fvckkmiku: 🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY PO…",0.082,0.81,0.108,1.0
864,"RT @AmiraDaher7: Vídeo ineditoooo com Pistolinha Anao , e claro minha primeira vez com um anaozinho 🥵🔥 confira esse vídeo inédito 

https:/…",0.082,0.811,0.107,1.0
865,"RT @SuicideNaomi26: Novos conteúdos no privacy VAI ROLAR ACOMPANHADA LA HOJE⬇️
5R$ MENSAL

https://t.co/zi0Kq2Ck4E https://t.co/xQJeyddxYE",0.082,0.811,0.107,1.0
866,The GOP's War on Abortion Is Now a War on Privacy Rights | Opinion ⁦@FloridaGOP⁩ ⁦@GaRepublicans⁩ ⁦@PAGOP⁩ ⁦@TexasGOP⁩ ⁦@wisgop⁩ ⁦@AZGOP⁩ ⁦@ohiogop⁩ ⁦@TheDemocrats⁩  https://t.co/lKX6XHmuHx,0.082,0.81,0.107,1.0
867,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.083,0.811,0.107,1.0
868,"RT @alinbizarre: Shake shake my milk shake 🥛💘

Assina meu privacy pra me ver melhor amor
🤍✨⤵️ https://t.co/AUkqlKz4LF",0.083,0.81,0.107,1.0
869,"RT @mikepompeo: As the former CIA Director and Secretary of State, I can tell you this: Tik Tok is a Trojan horse for the Chinese Communist…",0.083,0.81,0.107,1.0
870,"RT @SuicideNaomi26: New content my OF 3$ SUBSCRIBE NOW‼️
https://t.co/zi0Kq2lh2E https://t.co/SgeB3EZhuX",0.083,0.811,0.107,1.0
871,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.083,0.81,0.107,1.0
872,RT @crikey_news: The cyberattack on Optus has exposed a legal quirk in federal legislation: corporations often don’t have to tell anyone th…,0.083,0.81,0.107,1.0
